                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    298,                0.34938,                0.24717,                0.93214,                 0.8071,                0.79281,                0.81371,                0.62039,                 1.5841,                0.97838,                 2.7764,             0.00082388,             0.00082388,             0.00082388
                    299,                0.35521,                0.26716,                0.93795,                0.80769,                0.78947,                0.81695,                0.62354,                 1.5589,                  1.022,                 2.6989,             0.00081992,             0.00081992,             0.00081992
                    300,                0.32389,                0.25009,                0.92662,                  0.785,                0.80713,                0.81053,                0.63594,                 1.5225,                 1.0313,                 2.5892,             0.00081596,             0.00081596,             0.00081596
                    301,                0.31427,                0.23486,                0.91146,                0.78538,                0.80896,                0.80659,                0.63957,                 1.5071,                 1.0555,                 2.5684,               0.000812,               0.000812,               0.000812
                    302,                0.31022,                0.24833,                0.90648,                0.77613,                0.81053,                0.80512,                0.63295,                 1.5241,                 1.0878,                 2.5719,             0.00080804,             0.00080804,             0.00080804
                    303,                0.28439,                0.22688,                0.89431,                0.80022,                0.78947,                0.81409,                0.63678,                 1.5621,                 1.0353,                 2.7006,             0.00080408,             0.00080408,             0.00080408
                    304,                0.33736,                0.28299,                0.93642,                 0.8168,                0.81053,                0.83725,                0.63634,                 1.5587,                 1.0728,                 2.6347,             0.00080012,             0.00080012,             0.00080012
                    305,                0.31804,                0.22785,                0.92002,                0.81045,                0.82105,                0.82744,                0.61857,                 1.5903,                 1.0238,                  2.704,             0.00079616,             0.00079616,             0.00079616
                    306,                0.35497,                0.27368,                0.94349,                0.82696,                0.81053,                0.81085,                 0.6124,                 1.5629,                  1.042,                 2.6198,              0.0007922,              0.0007922,              0.0007922
                    307,                0.33443,                 0.2481,                0.90376,                0.81899,                0.81053,                0.80595,                0.61778,                 1.5211,                 1.0615,                 2.5293,             0.00078824,             0.00078824,             0.00078824
                    308,                0.33392,                0.25957,                0.91705,                0.81222,                0.82105,                0.80538,                0.62033,                 1.5437,                 1.0512,                 2.6103,             0.00078428,             0.00078428,             0.00078428
                    309,                0.31658,                0.24787,                0.91196,                  0.818,                0.82105,                0.80331,                0.61127,                 1.5983,                 1.0575,                 2.7623,             0.00078032,             0.00078032,             0.00078032
                    310,                0.30554,                0.23984,                0.90405,                0.79551,                0.82105,                0.81572,                 0.6292,                 1.5899,                 1.0565,                 2.8278,             0.00077636,             0.00077636,             0.00077636
                    311,                 0.3271,                0.25016,                0.91569,                0.79345,                0.82105,                0.80494,                0.62285,                  1.576,                 1.0721,                 2.7908,              0.0007724,              0.0007724,              0.0007724
                    312,                0.30138,                 0.2362,                0.90012,                 0.7931,                0.81053,                0.79161,                0.62459,                 1.5126,                 1.0928,                 2.6318,             0.00076844,             0.00076844,             0.00076844
                    313,                0.32402,                0.25208,                0.91657,                0.79533,                0.81809,                0.79751,                0.62144,                 1.5058,                 1.0949,                 2.6315,             0.00076448,             0.00076448,             0.00076448
                    314,                0.32967,                0.25065,                0.92274,                0.77466,                    0.8,                0.78515,                 0.6115,                 1.5554,                 1.1161,                 2.7342,             0.00076052,             0.00076052,             0.00076052
                    315,                 0.3057,                0.22356,                0.90634,                 0.7923,                0.81053,                0.79816,                 0.6113,                 1.5909,                 1.0882,                 2.7893,             0.00075656,             0.00075656,             0.00075656
                    316,                0.28606,                0.23443,                0.90117,                0.79455,                0.78947,                0.78669,                0.62178,                 1.5729,                 1.0544,                 2.7958,              0.0007526,              0.0007526,              0.0007526
                    317,                0.29651,                0.23481,                0.88522,                0.80106,                0.78947,                0.78663,                0.62726,                 1.5596,                 1.0301,                 2.7719,             0.00074864,             0.00074864,             0.00074864
                    318,                0.32966,                0.24492,                0.91255,                0.81074,                0.78947,                0.78784,                0.63101,                 1.5484,                 1.0591,                 2.7637,             0.00074468,             0.00074468,             0.00074468
                    319,                0.29945,                0.26254,                0.91058,                0.79352,                    0.8,                0.79612,                0.62301,                 1.5931,                 1.0538,                 2.8909,             0.00074072,             0.00074072,             0.00074072
                    320,                0.28886,                0.23064,                0.87875,                0.77323,                0.81053,                0.78523,                0.60526,                 1.6348,                 1.0627,                 3.0336,             0.00073676,             0.00073676,             0.00073676
                    321,                0.29656,                0.23292,                0.89237,                0.77241,                0.81053,                0.78489,                0.59564,                 1.6377,                 1.0816,                 3.0184,              0.0007328,              0.0007328,              0.0007328
                    322,                0.31225,                0.25359,                0.91274,                0.76104,                0.81053,                0.77412,                0.58374,                 1.6077,                 1.1408,                 2.8934,             0.00072884,             0.00072884,             0.00072884
                    323,                0.31353,                0.24841,                0.91866,                0.78698,                0.81053,                0.79887,                0.60132,                 1.5578,                 1.1287,                  2.743,             0.00072488,             0.00072488,             0.00072488
                    324,                0.27953,                0.22913,                0.88244,                0.79912,                0.81053,                0.82496,                0.64153,                 1.5343,                 1.0138,                 2.7875,             0.00072092,             0.00072092,             0.00072092
                    325,                0.31605,                0.23113,                0.90123,                0.79367,                0.82105,                 0.8324,                0.66182,                 1.5108,                0.94705,                 2.8198,             0.00071696,             0.00071696,             0.00071696
                    326,                0.31503,                0.23408,                0.90354,                0.79052,                0.79448,                0.81457,                0.64891,                 1.5266,                0.95908,                 2.8634,               0.000713,               0.000713,               0.000713
                    327,                0.28444,                0.21984,                  0.884,                0.79291,                    0.8,                0.81358,                 0.6335,                 1.5862,                0.97141,                 2.8901,             0.00070904,             0.00070904,             0.00070904
                    328,                0.31634,                0.23219,                0.91642,                0.79218,                    0.8,                0.80795,                0.61286,                 1.6097,                   1.08,                 2.8464,             0.00070508,             0.00070508,             0.00070508
                    329,                0.30784,                0.22746,                0.89108,                0.79229,                    0.8,                0.81584,                0.62707,                 1.5737,                 1.1291,                 2.7819,             0.00070112,             0.00070112,             0.00070112
                    330,                0.29544,                0.21971,                0.89653,                0.78334,                0.78947,                0.80785,                0.64773,                 1.5075,                 1.1553,                 2.6688,             0.00069716,             0.00069716,             0.00069716
                    331,                0.29574,                 0.2338,                0.92339,                0.79109,                    0.8,                0.83189,                0.65053,                 1.4972,                 1.1335,                  2.668,              0.0006932,              0.0006932,              0.0006932
                    332,                0.32421,                0.23526,                0.92316,                0.77715,                0.81053,                0.81246,                0.63777,                  1.502,                 1.1304,                  2.659,             0.00068924,             0.00068924,             0.00068924
                    333,                 0.2928,                0.22293,                 0.9039,                0.80595,                0.78694,                0.81398,                0.63809,                 1.5169,                 1.1148,                 2.6673,             0.00068528,             0.00068528,             0.00068528
                    334,                0.29248,                0.22421,                0.90146,                0.81072,                0.77895,                0.81218,                0.64752,                 1.5203,                 1.1137,                 2.6786,             0.00068132,             0.00068132,             0.00068132
                    335,                0.26882,                0.21744,                0.90134,                0.81117,                0.78947,                0.80777,                0.64543,                 1.5459,                 1.0707,                 2.7582,             0.00067736,             0.00067736,             0.00067736
                    336,                0.27874,                0.22661,                0.89864,                0.79034,                    0.8,                0.80287,                 0.6288,                 1.5638,                 1.0522,                 2.8084,              0.0006734,              0.0006734,              0.0006734
                    337,                0.27994,                0.21756,                0.89971,                0.80796,                0.79719,                0.80199,                0.62703,                 1.5522,                 1.0518,                 2.7885,             0.00066944,             0.00066944,             0.00066944
                    338,                 0.2667,                0.22026,                0.90579,                0.79588,                    0.8,                0.80131,                0.62542,                 1.5369,                  1.057,                 2.7394,             0.00066548,             0.00066548,             0.00066548
                    339,                0.26809,                0.20922,                0.87987,                0.80078,                0.80392,                0.79423,                0.61873,                 1.5387,                 1.0679,                 2.7313,             0.00066152,             0.00066152,             0.00066152
                    340,                0.26141,                0.21065,                 0.8742,                0.80431,                    0.8,                 0.7997,                0.62178,                 1.5452,                  1.053,                 2.7647,             0.00065756,             0.00065756,             0.00065756
                    341,                0.27454,                0.21129,                0.88893,                0.80761,                    0.8,                0.81181,                0.63066,                 1.5638,                 1.0292,                  2.838,              0.0006536,              0.0006536,              0.0006536
                    342,                0.26377,                0.21002,                0.89082,                0.79325,                0.81053,                0.81493,                0.63255,                 1.5716,                 1.0282,                 2.8841,             0.00064964,             0.00064964,             0.00064964
                    343,                0.31064,                 0.2274,                0.89699,                0.79791,                0.81053,                 0.8154,                0.64683,                  1.557,                 1.0225,                 2.9274,             0.00064568,             0.00064568,             0.00064568
                    344,                0.28928,                0.22969,                0.89644,                0.79268,                0.81053,                0.80889,                0.63724,                 1.5768,                 1.0258,                 2.9792,             0.00064172,             0.00064172,             0.00064172
                    345,                0.24851,                0.21932,                0.87008,                0.78876,                0.82105,                0.82173,                0.62429,                 1.5912,                 1.0337,                 2.9636,             0.00063776,             0.00063776,             0.00063776
                    346,                 0.2808,                0.20966,                0.88134,                0.79726,                0.82105,                0.83002,                0.62421,                 1.5944,                 1.0472,                 2.9118,              0.0006338,              0.0006338,              0.0006338
                    347,                0.28082,                0.20736,                0.87634,                0.80349,                0.82105,                 0.8348,                0.63721,                 1.5842,                 1.0389,                 2.8907,             0.00062984,             0.00062984,             0.00062984
                    348,                0.26712,                0.25928,                0.87153,                0.81198,                0.81053,                0.83804,                0.65023,                 1.5777,                 1.0066,                 2.8971,             0.00062588,             0.00062588,             0.00062588
                    349,                0.26913,                0.20717,                0.88197,                0.80504,                    0.8,                0.81637,                0.64719,                 1.5715,                 1.0325,                 2.8727,             0.00062192,             0.00062192,             0.00062192
                    350,                0.25705,                0.21248,                0.86487,                0.80448,                    0.8,                 0.8138,                0.62998,                 1.5918,                 1.0473,                   2.87,             0.00061796,             0.00061796,             0.00061796
                    351,                0.26886,                0.21218,                0.87877,                0.81627,                    0.8,                0.82963,                0.62895,                 1.5918,                 1.0509,                 2.8255,               0.000614,               0.000614,               0.000614
                    352,                 0.2688,                0.21418,                0.88826,                0.80906,                    0.8,                0.83361,                0.63426,                 1.5798,                 1.0291,                 2.8125,             0.00061004,             0.00061004,             0.00061004
                    353,                0.29249,                0.23988,                0.87097,                0.78334,                    0.8,                0.83322,                0.64638,                 1.5622,                 1.0514,                 2.8594,             0.00060608,             0.00060608,             0.00060608
                    354,                0.27171,                0.21603,                0.89188,                0.78207,                    0.8,                0.82933,                0.64682,                 1.5591,                 1.0944,                 2.9023,             0.00060212,             0.00060212,             0.00060212
                    355,                0.25586,                0.20815,                0.87175,                0.77951,                    0.8,                0.83188,                0.65137,                 1.5646,                 1.1044,                 2.9339,             0.00059816,             0.00059816,             0.00059816
                    356,                0.26682,                0.20156,                0.88257,                  0.776,                    0.8,                0.81026,                0.64086,                  1.564,                 1.0948,                 2.9421,              0.0005942,              0.0005942,              0.0005942
                    357,                0.25145,                0.20037,                0.89413,                0.75191,                0.78947,                0.80447,                0.63697,                 1.5604,                 1.1231,                 2.9366,             0.00059024,             0.00059024,             0.00059024
                    358,                0.23708,                0.18792,                0.87301,                0.75834,                0.78947,                0.80239,                0.63917,                 1.5405,                 1.0985,                 2.9064,             0.00058628,             0.00058628,             0.00058628
                    359,                0.27158,                0.21401,                0.88232,                0.78532,                0.80864,                0.82596,                0.64246,                  1.547,                 1.0827,                 2.9073,             0.00058232,             0.00058232,             0.00058232
                    360,                0.24702,                0.19572,                0.89264,                0.76223,                0.81053,                0.81129,                0.62695,                 1.5639,                 1.1476,                 2.8736,             0.00057836,             0.00057836,             0.00057836
                    361,                0.24663,                0.20103,                0.83837,                0.76833,                0.81053,                0.79715,                 0.6198,                 1.5698,                 1.1549,                 2.8528,              0.0005744,              0.0005744,              0.0005744
                    362,                0.25481,                0.20966,                0.86933,                0.78609,                0.82105,                0.79476,                0.61592,                 1.5515,                 1.1369,                  2.806,             0.00057044,             0.00057044,             0.00057044
                    363,                0.28585,                0.21777,                0.89253,                0.79306,                0.82105,                0.77941,                0.60102,                 1.5473,                 1.1208,                 2.7794,             0.00056648,             0.00056648,             0.00056648
                    364,                 0.2607,                0.23021,                0.87759,                0.78892,                0.81053,                0.75695,                0.59489,                 1.5452,                 1.1266,                  2.771,             0.00056252,             0.00056252,             0.00056252
                    365,                 0.2754,                0.23767,                0.89091,                0.77677,                0.81053,                0.77693,                0.60548,                 1.5486,                 1.1081,                 2.7998,             0.00055856,             0.00055856,             0.00055856
                    366,                0.25092,                0.20718,                0.88665,                0.77257,                0.82105,                0.82959,                0.63466,                 1.5559,                  1.105,                 2.8686,              0.0005546,              0.0005546,              0.0005546
                    367,                0.24894,                0.20893,                0.89117,                0.76898,                0.81053,                0.82118,                0.62671,                 1.5579,                 1.1123,                 2.8861,             0.00055064,             0.00055064,             0.00055064
                    368,                0.25578,                0.20398,                0.87076,                0.77794,                0.82105,                0.83028,                0.61974,                 1.5708,                 1.1308,                 2.8905,             0.00054668,             0.00054668,             0.00054668
                    369,                0.23829,                0.20238,                0.86363,                0.78154,                0.82105,                0.82568,                0.61841,                 1.5572,                 1.1279,                  2.848,             0.00054272,             0.00054272,             0.00054272
                    370,                0.25488,                0.20234,                0.86673,                0.76784,                    0.8,                0.78908,                0.63049,                 1.4969,                 1.1299,                   2.72,             0.00053876,             0.00053876,             0.00053876
                    371,                 0.2424,                0.21175,                0.88421,                0.79115,                0.79753,                0.78672,                0.63802,                 1.4762,                 1.0903,                 2.7255,              0.0005348,              0.0005348,              0.0005348
                    372,                0.22508,                0.20688,                0.86892,                0.78244,                0.79502,                0.79307,                0.64315,                 1.4976,                 1.0878,                 2.8007,             0.00053084,             0.00053084,             0.00053084
                    373,                 0.2342,                0.18998,                0.86905,                0.77074,                    0.8,                0.79391,                0.63133,                 1.5389,                 1.1136,                 2.8623,             0.00052688,             0.00052688,             0.00052688
                    374,                0.22341,                0.19086,                0.86529,                0.75107,                    0.8,                0.78887,                0.62013,                 1.5657,                 1.1828,                 2.8692,             0.00052292,             0.00052292,             0.00052292
                    375,                0.23452,                0.20489,                0.87202,                0.75825,                    0.8,                 0.7831,                0.62265,                 1.5603,                 1.1818,                 2.8637,             0.00051896,             0.00051896,             0.00051896
                    376,                0.24425,                0.18699,                0.85295,                0.76768,                    0.8,                0.80313,                0.64804,                 1.5403,                 1.1447,                 2.8649,               0.000515,               0.000515,               0.000515
                    377,                0.22826,                0.19098,                0.87406,                0.77703,                    0.8,                0.81803,                0.66284,                  1.537,                 1.1096,                 2.9045,             0.00051104,             0.00051104,             0.00051104
                    378,                 0.2162,                0.18446,                0.84812,                0.77493,                    0.8,                 0.8137,                0.64905,                 1.5641,                 1.0948,                  2.968,             0.00050708,             0.00050708,             0.00050708
                    379,                0.23423,                0.20645,                0.86056,                 0.7843,                0.80377,                0.81654,                0.63608,                 1.5798,                   1.09,                  2.978,             0.00050312,             0.00050312,             0.00050312
                    380,                0.21972,                0.18305,                0.86374,                0.77963,                0.78947,                0.81029,                 0.6422,                 1.5807,                 1.0414,                 2.9648,             0.00049916,             0.00049916,             0.00049916
                    381,                0.23654,                 0.2191,                0.88011,                0.77432,                0.79457,                0.81395,                0.63889,                  1.568,                 1.0876,                 2.9069,              0.0004952,              0.0004952,              0.0004952
                    382,                0.23717,                0.21188,                0.88558,                0.78397,                 0.8022,                0.81793,                0.63628,                 1.5731,                 1.0993,                 2.8703,             0.00049124,             0.00049124,             0.00049124
                    383,                0.23337,                0.18432,                0.88343,                0.78326,                    0.8,                0.81772,                0.63531,                 1.5508,                  1.144,                 2.7972,             0.00048728,             0.00048728,             0.00048728
                    384,                0.23195,                0.18391,                0.86765,                0.79981,                0.78947,                0.82126,                0.65316,                 1.5421,                 1.1002,                 2.8429,             0.00048332,             0.00048332,             0.00048332
